DB00945	DB01197
DB00363	DB00888
DB00215	DB00569
DB00159	DB08794
DB00457	DB00806
DB00091	DB01238
DB00014	DB00046
DB00411	DB01214
DB00679	DB01576
DB00040	DB00950
DB00865	DB01576
DB01267	DB08918
DB01395	DB01418
DB06688	DB08870
DB01577	DB08824
DB00216	DB09063
DB00608	DB01323
DB00700	DB01355
DB06663	DB09083
DB00237	DB04920
DB00215	DB09080
DB00310	DB01251
DB00104	DB00363
DB00563	DB09256
DB00224	DB00539
DB00278	DB01398
DB00343	DB08935
DB00514	DB01367
DB00695	DB00813
DB00975	DB00989
DB00540	DB01041
DB00391	DB01148
DB01015	DB01016
DB00321	DB01255
DB01277	DB04876
DB01109	DB09030
DB00335	DB00989
DB01418	DB01551
DB00960	DB01392
DB00220	DB00338
DB00564	DB00820
DB00285	DB01254
DB00268	DB00737
DB00553	DB09256
DB04855	DB06695
DB00078	DB00946
DB00601	DB00656
DB01247	DB09042
DB00440	DB06799
DB00620	DB01306
DB00252	DB01095
DB00311	DB00802
DB00022	DB00715
DB00175	DB02701
DB06207	DB09063
DB00273	DB06204
DB00486	DB01589
DB00470	DB00502
DB00275	DB00474
DB00373	DB00734
DB00782	DB06148
DB00007	DB06697
DB00295	DB00421
DB00220	DB01621
DB01009	DB03619
DB00163	DB00261
DB00673	DB09118
DB00285	DB00503
DB00773	DB08912
DB01171	DB08933
DB00216	DB00420
DB00544	DB00650
DB00370	DB00734
DB00072	DB00687
DB08873	DB09030
DB00220	DB08820
DB00468	DB00564
DB00671	DB09268
DB09034	DB09063
DB00425	DB01320
DB00331	DB00524
DB00370	DB00433
DB00073	DB01029
DB00312	DB00682
DB00484	DB00623
DB00864	DB04855
DB00477	DB04896
DB00499	DB08881
DB00387	DB00391
DB00834	DB09143
DB00195	DB00281
DB01024	DB01032
DB00081	DB06271
DB00363	DB01174
DB01189	DB01363
DB00553	DB01367
DB00957	DB06271
DB00484	DB01069
DB00496	DB09128
DB00501	DB00528
DB01074	DB01320
DB00091	DB00108
DB09053	DB09073
DB00830	DB01577
DB00195	DB08880
DB01238	DB04896
DB00674	DB00679
DB00682	DB01323
DB00460	DB00839
DB00999	DB01251
DB01149	DB01394
DB00367	DB01024
DB00542	DB01355
DB00195	DB09242
DB00472	DB01142
DB00749	DB08935
DB00334	DB01594
DB00897	DB01234
DB00956	DB01080
DB02703	DB08860
DB00252	DB00957
DB00503	DB09118
DB00829	DB01284
DB00318	DB01026
DB01364	DB01407
DB00435	DB09401
DB01193	DB01255
DB00876	DB09220
DB00280	DB09073
DB00363	DB01071
DB00773	DB06717
DB00316	DB00661
DB00370	DB00395
DB00065	DB01059
DB00813	DB00872
DB01232	DB09272
DB00370	DB01198
DB00674	DB00904
DB00351	DB00946
DB00204	DB01601
DB00712	DB00974
DB00582	DB00956
DB00864	DB01124
DB00958	DB01030
DB00486	DB06204
DB06212	DB08822
DB00280	DB01174
DB01178	DB01579
DB00559	DB01601
DB01232	DB01267
DB00619	DB04908
DB01124	DB01398
DB00252	DB00916
DB01167	DB09039
DB06153	DB09072
DB00250	DB00322
DB00007	DB00983
DB00343	DB00802
DB00281	DB04839
DB00285	DB06288
DB00484	DB00628
DB00752	DB00953
DB00222	DB01267
DB00264	DB03128
DB00673	DB00862
DB05812	DB08870
DB00104	DB00450
DB00843	DB09083
DB09042	DB09068
DB00818	DB09034
DB01017	DB01624
DB00519	DB01590
DB00108	DB06643
DB01201	DB04825
DB00916	DB09256
DB00328	DB08976
DB00035	DB00712
DB00211	DB01365
DB06772	DB09036
DB00455	DB01238
DB00384	DB00796
DB00396	DB01323
DB00752	DB00880
DB01118	DB09048
DB00311	DB00909
DB00543	DB08883
DB01203	DB09220
DB00224	DB09074
DB00468	DB00492
DB00091	DB09118
DB00316	DB00972
DB01075	DB06698
DB00312	DB00575
DB00208	DB00374
DB06415	DB08877
DB05294	DB09027
DB00009	DB00715
DB00250	DB00834
DB00346	DB06207
DB01344	DB09391
DB00682	DB04911
DB00521	DB01353
DB00277	DB01395
DB00544	DB08439
DB05278	DB08882
DB00191	DB00816
DB00482	DB00834
DB00181	DB00956
DB00379	DB06706
DB00621	DB01067
DB00658	DB01137
DB00337	DB06273
DB01083	DB06218
DB00054	DB08794
DB00864	DB00987
DB00957	DB06779
DB00335	DB00346
DB00418	DB01214
DB00623	DB09068
DB01234	DB06335
DB00277	DB09118
DB01267	DB06203
DB00502	DB06603
DB00854	DB00956
DB00679	DB04868
DB00486	DB00935
DB00661	DB05294
DB00007	DB01001
DB00073	DB00373
DB01017	DB01558
DB00346	DB00790
DB00281	DB01203
DB00753	DB00898
DB01097	DB01418
DB00245	DB09076
DB00337	DB09029
DB00697	DB00921
DB00086	DB00176
DB00007	DB09082
DB00046	DB09038
DB00252	DB00726
DB00321	DB00653
DB00622	DB04861
DB00979	DB06148
DB01017	DB01041
DB00461	DB01032
DB00497	DB06273
DB00470	DB01236
DB01393	DB09055
DB00503	DB01198
DB01100	DB09291
DB00682	DB00741
DB01600	DB06695
DB00370	DB08910
DB00083	DB06153
DB00366	DB01320
DB00501	DB01263
DB02546	DB04817
DB00865	DB01178
DB00312	DB00366
DB00569	DB01395
DB00715	DB09042
DB00408	DB06288
DB00398	DB00470
DB00864	DB06717
DB00177	DB01197
DB00317	DB06589
DB00449	DB00830
DB00758	DB09211
DB01149	DB04835
DB00615	DB06636
DB00248	DB00427
DB00252	DB01403
DB00474	DB01113
DB06271	DB09053
DB00238	DB08864
DB00091	DB00104
DB00243	DB00773
DB00679	DB00726
DB00418	DB00883
DB00774	DB00921
DB00254	DB00564
DB06589	DB09118
DB00374	DB04272
DB00393	DB00780
DB00595	DB11093
DB00413	DB00950
DB00013	DB01109
DB00761	DB01100
DB00863	DB09027
DB00427	DB06711
DB00909	DB01254
DB00966	DB09026
DB00451	DB11110
DB00834	DB01232
DB00072	DB00428
DB01173	DB01351
DB00283	DB01238
DB00641	DB00932
DB00334	DB01567
DB00370	DB01219
DB01377	DB04868
DB01049	DB01403
DB00230	DB00412
DB00009	DB00472
DB00214	DB00991
DB00673	DB00834
DB00182	DB00502
DB00215	DB01189
DB00806	DB01162
DB00319	DB00512
DB01211	DB06603
DB00765	DB01238
DB00623	DB04896
DB00499	DB00834
DB01220	DB04855
DB00031	DB00176
DB00215	DB00374
DB00264	DB01235
DB00862	DB09477
DB00193	DB04884
DB00332	DB00934
DB01115	DB01323
DB00202	DB01035
DB00188	DB00537
DB00072	DB00078
DB01201	DB06697
DB00115	DB00446
DB00291	DB06643
DB00622	DB00794
DB00619	DB08827
DB00780	DB01178
DB01026	DB06207
DB00780	DB00831
DB00872	DB01323
DB00047	DB01251
DB06273	DB09034
DB00243	DB01174
DB00343	DB00834
DB09065	DB09102
DB00208	DB00682
DB00539	DB09036
DB00243	DB00976
DB00215	DB01225
DB00420	DB00843
DB00601	DB01037
DB00379	DB06769
DB01193	DB06218
DB00295	DB04837
DB00863	DB01254
DB01275	DB09282
DB00186	DB01080
DB00166	DB00222
DB00393	DB01351
DB00661	DB01259
DB00222	DB04876
DB00648	DB09118
DB00310	DB09282
DB01097	DB08870
DB00537	DB00658
DB00537	DB00796
DB00042	DB01623
DB00780	DB01136
DB00502	DB00557
DB00526	DB01656
DB00321	DB06704
DB00196	DB00726
DB00435	DB06795
DB04272	DB08813
DB00220	DB00909
DB00220	DB09262
DB00813	DB01201
DB00820	DB08873
DB00283	DB06698
DB00808	DB01353
DB00248	DB00420
DB00368	DB06701
DB00528	DB11110
DB00687	DB01211
DB08912	DB09068
DB00309	DB01211
DB00371	DB00450
DB00479	DB01331
DB00488	DB06643
DB00434	DB01173
DB00986	DB01021
DB00243	DB08865
DB01175	DB09073
DB00555	DB09072
DB09117	DB09128
DB00722	DB01398
DB01041	DB09034
DB00091	DB00359
DB00030	DB00734
DB00474	DB01418
DB06643	DB09036
DB00683	DB01381
DB00166	DB01397
DB00393	DB01045
DB00715	DB06216
DB00209	DB09272
DB00283	DB09271
DB00668	DB01251
DB01307	DB05278
DB00104	DB04897
DB00246	DB01356
DB00495	DB06817
DB00502	DB01171
DB00537	DB08880
DB00773	DB00794
DB00252	DB00690
DB01109	DB01398
DB00835	DB08897
DB01319	DB03880
DB00206	DB06204
DB00543	DB00972
DB01263	DB09128
DB00872	DB01248
DB00425	DB08933
DB00220	DB01182
DB01409	DB09290
DB00413	DB04908
DB00932	DB01251
DB00285	DB01239
DB00343	DB00732
DB00178	DB09242
DB00780	DB00934
DB00916	DB01024
DB00204	DB00915
DB00557	DB00628
DB00346	DB01359
DB00007	DB00196
DB00363	DB01609
DB00648	DB08903
DB00908	DB01377
DB00921	DB09118
DB00031	DB01240
DB00220	DB08877
DB00315	DB01267
DB00497	DB05271
DB04884	DB08873
DB00736	DB01133
DB00042	DB00994
DB00182	DB00588
DB00121	DB08795
DB00280	DB00521
DB01238	DB09291
DB00830	DB00935
DB01609	DB08794
DB00387	DB00454
DB00341	DB01017
DB01254	DB04845
DB00273	DB00956
DB00691	DB09026
DB00382	DB06702
DB00468	DB06724
DB00829	DB09118
DB00542	DB01392
DB00839	DB01045
DB00582	DB00884
DB00715	DB01276
DB01069	DB09042
DB00009	DB04272
DB00601	DB05039
DB01129	DB09027
DB00433	DB00998
DB00834	DB01356
DB00363	DB01099
DB00555	DB00715
DB00472	DB01242
DB00181	DB00572
DB00252	DB00277
DB00768	DB01403
DB00734	DB01612
DB00376	DB00382
DB00684	DB00742
DB00191	DB09080
DB00475	DB00559
DB01164	DB06824
DB00736	DB06695
DB00304	DB01355
DB00366	DB00455
DB00413	DB00898
DB01018	DB01149
DB00358	DB04953
DB01390	DB06695
DB00316	DB04825
DB00687	DB01399
DB00514	DB00889
DB00391	DB00623
DB00186	DB08872
DB00273	DB06153
DB00042	DB00768
DB00246	DB00540
DB00958	DB06688
DB00674	DB01403
DB04908	DB08827
DB01418	DB04839
DB00065	DB00278
DB00176	DB00974
DB00215	DB00898
DB06724	DB08912
DB00177	DB00537
DB00264	DB00346
DB00794	DB09073
DB00802	DB01173
DB00484	DB00691
DB00418	DB00528
DB00759	DB01053
DB01064	DB01255
DB04868	DB04876
DB00270	DB09407
DB00682	DB09046
DB00687	DB09065
DB00945	DB00975
DB01072	DB05773
DB00494	DB01238
DB04905	DB08916
DB00457	DB00590
DB00457	DB00935
DB00314	DB00781
DB00206	DB06695
DB01136	DB08870
DB00476	DB01197
DB00358	DB01174
DB01142	DB01175
DB00484	DB00880
DB00932	DB08906
DB01016	DB01067
DB00341	DB01403
DB00295	DB00703
DB00263	DB08882
DB00790	DB01398
DB00370	DB00980
DB00953	DB01100
DB00294	DB00949
DB00443	DB05521
DB00653	DB00956
DB00687	DB01656
DB01232	DB08877
DB00196	DB00321
DB00501	DB01124
DB00327	DB00715
DB00390	DB00436
DB04868	DB06695
DB00277	DB00640
DB00700	DB01050
DB00682	DB01609
DB00682	DB00823
DB01018	DB09063
DB00557	DB06153
DB00651	DB00867
DB01109	DB09539
DB01591	DB08912
DB00030	DB01406
DB01407	DB09082
DB00310	DB00474
DB00531	DB09280
DB00696	DB09048
DB01144	DB01397
DB00461	DB09211
DB01104	DB09039
DB00321	DB00422
DB00310	DB00854
DB00397	DB01620
DB00363	DB05812
DB00715	DB00898
DB00207	DB01118
DB00727	DB09220
DB00512	DB00749
DB00300	DB00787
DB00526	DB04817
DB00472	DB06605
DB01149	DB08881
DB00252	DB00877
DB00628	DB09118
DB00427	DB00668
DB01071	DB01247
DB00715	DB00734
DB00470	DB00976
DB00615	DB08932
DB00356	DB06201
DB04839	DB09048
DB00015	DB06822
DB00052	DB04574
DB00273	DB00808
DB00367	DB00794
DB00159	DB00946
DB00008	DB00495
DB00361	DB00648
DB00864	DB08914
DB01255	DB06724
DB00588	DB00938
DB00796	DB01355
DB06271	DB06605
DB01261	DB09477
DB00732	DB09547
DB00875	DB01017
DB00333	DB00477
DB00285	DB01037
DB00199	DB00758
DB01129	DB06273
DB00316	DB00368
DB00458	DB01624
DB00193	DB00669
DB00500	DB00707
DB00794	DB01242
DB00370	DB00962
DB02703	DB04908
DB00370	DB01595
DB00266	DB06228
DB00872	DB09143
DB06711	DB11124
DB00933	DB01579
DB00186	DB00899
DB00555	DB06148
DB00865	DB01223
DB01149	DB06808
DB00091	DB00393
DB00346	DB00427
DB00422	DB00470
DB00474	DB01142
DB00559	DB01181
DB00564	DB09036
DB00945	DB11095
DB00030	DB08882
DB00279	DB01142
DB00047	DB00977
DB00295	DB00653
DB00196	DB09073
DB00273	DB00794
DB00390	DB01164
DB00054	DB00603
DB00530	DB01232
DB00220	DB00672
DB00334	DB00918
DB01087	DB05812
DB01167	DB01218
DB00263	DB04841
DB00607	DB04825
DB00455	DB06204
DB00204	DB09039
DB00852	DB01064
DB00289	DB05039
DB00338	DB01024
DB01169	DB06335
DB00761	DB00934
DB00031	DB00775
DB01119	DB01307
DB00476	DB01214
DB01037	DB01063
DB00259	DB09214
DB00401	DB00474
DB00444	DB09048
DB00864	DB06695
DB00294	DB00569
DB00334	DB00780
DB04839	DB08933
DB00575	DB01353
DB00422	DB00935
DB00307	DB09034
DB00657	DB00955
DB00997	DB01167
DB00872	DB06212
DB00541	DB00864
DB00182	DB01075
DB00737	DB08893
DB00327	DB00653
DB00762	DB01609
DB00677	DB00683
DB00366	DB00458
DB00368	DB00961
DB00418	DB00975
DB00091	DB08933
DB00346	DB09477
DB00470	DB01232
DB00307	DB09068
DB01238	DB09072
DB06636	DB09083
DB00208	DB00726
DB00374	DB04920
DB00741	DB00951
DB00035	DB00715
DB00344	DB01392
DB01026	DB04845
DB00759	DB09268
DB01124	DB01285
DB01403	DB05246
DB00078	DB00991
DB00503	DB00604
DB00196	DB06789
DB00408	DB01253
DB00615	DB06616
DB00266	DB00839
DB06688	DB09547
DB00661	DB09048
DB00540	DB01175
DB00884	DB01211
DB01149	DB01254
DB00820	DB09282
DB01609	DB09071
DB00338	DB00697
DB01168	DB01656
DB00363	DB01255
DB00382	DB00732
DB00374	DB00823
DB00041	DB04920
DB00912	DB02901
DB00030	DB09038
DB00186	DB00494
DB00370	DB09034
DB00559	DB01068
DB01050	DB03615
DB00794	DB00999
DB00204	DB01267
DB00073	DB00700
DB00289	DB06711
DB01182	DB09054
DB00204	DB01142
DB00015	DB00715
DB00768	DB00956
DB00950	DB08883
DB00031	DB09075
DB00346	DB09009
DB00030	DB00334
DB00677	DB00726
DB08899	DB09074
DB00468	DB09075
DB00279	DB00540
DB01285	DB01656
DB00215	DB06717
DB00269	DB00569
DB00331	DB05294
DB01075	DB09039
DB01026	DB09227
DB00820	DB09054
DB00203	DB00457
DB00529	DB01172
DB00333	DB01601
DB00159	DB00712
DB01264	DB09128
DB00834	DB01020
DB00882	DB04938
DB01192	DB01367
DB00334	DB01253
DB01033	DB04817
DB00332	DB06282
DB00252	DB06695
DB00706	DB01026
DB01138	DB06695
DB01181	DB05521
DB00841	DB06701
DB00753	DB00972
DB00304	DB08907
DB00502	DB00924
DB00252	DB00765
DB00333	DB01217
DB01380	DB08882
DB00321	DB00575
DB00007	DB00047
DB00468	DB01030
DB00460	DB01403
DB00559	DB05521
DB00273	DB00280
DB06674	DB06688
DB01068	DB01254
DB00708	DB01359
DB06237	DB09118
DB00211	DB00745
DB00945	DB08816
DB00269	DB01418
DB04868	DB08827
DB00388	DB00813
DB00270	DB04884
DB00601	DB01579
DB00979	DB08893
DB00301	DB00994
DB00343	DB00564
DB00503	DB09053
DB01074	DB11110
DB00191	DB06808
DB00497	DB00872
DB00490	DB09072
DB00231	DB09072
DB00136	DB00673
DB00307	DB04938
DB00091	DB00955
DB06273	DB06643
DB00246	DB01247
DB01015	DB01309
DB00818	DB01100
DB04817	DB09074
DB00946	DB09123
DB00872	DB06290
DB00091	DB06287
DB00333	DB00503
DB00470	DB00907
DB00382	DB00521
DB00197	DB01015
DB01306	DB06203
DB09271	DB11181
DB00176	DB00490
DB00213	DB06817
DB00245	DB08897
DB00363	DB01587
DB06287	DB09036
DB00490	DB04884
DB01020	DB01609
DB00346	DB00961
DB01024	DB01656
DB01026	DB09123
DB00334	DB00726
DB00474	DB01403
DB00648	DB00872
DB00515	DB06772
DB01045	DB09074
DB00956	DB01242
DB00009	DB06822
DB06690	DB09072
DB00898	DB04946
DB00270	DB01339
DB00521	DB01235
DB00285	DB00569
DB00761	DB01114
DB00206	DB00484
DB00678	DB01392
DB00500	DB00502
DB00521	DB01614
DB00082	DB06292
DB00590	DB01609
DB00091	DB06268
DB00731	DB09073
DB00656	DB00752
DB00331	DB00957
DB00557	DB09072
DB00222	DB01621
DB00374	DB00957
DB00557	DB01021
DB00013	DB00749
DB00196	DB00865
DB00381	DB00925
DB00615	DB06697
DB00627	DB00930
DB00176	DB00503
DB00717	DB01232
DB01067	DB01124
DB00844	DB01021
DB00479	DB00742
DB04835	DB08873
DB00346	DB00436
DB00474	DB08867
DB00490	DB01618
DB00937	DB01365
DB01032	DB01332
DB00835	DB01579
DB00740	DB08880
DB00328	DB00974
DB01149	DB06273
DB00559	DB04839
DB00327	DB00774
DB06717	DB09123
DB00619	DB00956
DB01072	DB01095
DB00884	DB01045
DB00243	DB06287
DB00794	DB01045
DB00180	DB09073
DB00747	DB09272
DB00570	DB06695
DB00544	DB00980
DB00014	DB00289
DB00268	DB00980
DB00246	DB00656
DB01171	DB01367
DB00794	DB01234
DB01395	DB08882
DB00252	DB00673
DB00674	DB08877
DB00215	DB00656
DB00734	DB00881
DB00433	DB00557
DB00470	DB09082
DB00202	DB00295
DB01017	DB09275
DB01254	DB09104
DB00427	DB00813
DB00490	DB09073
DB00333	DB00897
DB00613	DB08911
DB00620	DB09220
DB00726	DB00972
DB01097	DB05259
DB00899	DB05271
DB00277	DB01356
DB01359	DB03128
DB00584	DB01261
DB00903	DB09242
DB00950	DB01026
DB04865	DB06695
DB00707	DB00991
DB01106	DB08883
DB00474	DB09072
DB01037	DB06764
DB00252	DB00402
DB01367	DB09118
DB00452	DB01416
DB00571	DB00961
DB00346	DB09065
DB01257	DB08879
DB00206	DB01193
DB00243	DB00675
DB00687	DB09054
DB01624	DB08918
DB00344	DB09034
DB00695	DB06203
DB00997	DB09039
DB01609	DB06723
DB00366	DB08883
DB00470	DB00557
DB00584	DB06196
DB00458	DB00850
DB00338	DB08864
DB00203	DB00224
DB00605	DB09211
DB01117	DB01233
DB00450	DB01242
DB00969	DB01609
DB00398	DB01156
DB00086	DB01109
DB00820	DB09065
DB00582	DB01036
DB00476	DB08881
DB00361	DB06290
DB00476	DB09128
DB00182	DB00450
DB00204	DB01175
DB00734	DB06292
DB01026	DB06176
DB00454	DB01168
DB00893	DB01197
DB00628	DB06290
DB08896	DB09065
DB00433	DB01041
DB06701	DB06711
DB08794	DB09075
DB01244	DB11093
DB06273	DB09401
DB00370	DB04884
DB00588	DB08873
DB01197	DB01355
DB00266	DB00916
DB00648	DB08877
DB00474	DB08941
DB00087	DB01656
DB00333	DB00972
DB00266	DB00754
DB00250	DB00698
DB01059	DB11354
DB00691	DB01143
DB01120	DB01251
DB01223	DB01553
DB00047	DB01309
DB00312	DB00727
DB01151	DB09076
DB00484	DB00593
DB00723	DB09042
DB00502	DB01254
DB01593	DB06210
DB00211	DB01247
DB00555	DB00564
DB00584	DB00806
DB00461	DB00945
DB00472	DB09065
DB01075	DB09117
DB00266	DB00437
DB02546	DB08882
DB08897	DB09271
DB00040	DB01062
DB00472	DB06228
DB00976	DB08820
DB00252	DB01254
DB00559	DB00705
DB01041	DB01151
DB01232	DB04855
DB00619	DB08899
DB01264	DB08865
DB00563	DB01603
DB00601	DB06707
DB00176	DB00252
DB00956	DB01018
DB00687	DB00880
DB00679	DB00907
DB00621	DB09043
DB00422	DB00871
DB00904	DB09083
DB01058	DB01174
DB00220	DB00270
DB09055	DB09545
DB00014	DB01224
DB00503	DB08901
DB01211	DB08877
DB00865	DB01609
DB00358	DB01611
DB01232	DB09063
DB00325	DB00484
DB00519	DB09242
DB00337	DB08868
DB00484	DB00765
DB00207	DB00468
DB06209	DB11249
DB06636	DB09118
DB06209	DB08935
DB00393	DB06589
DB00224	DB04845
DB00413	DB01069
DB00486	DB01174
DB00323	DB00486
DB00932	DB06335
DB08912	DB08931
DB00041	DB00524
DB06714	DB09273
DB00054	DB04839
DB00860	DB01232
DB01045	DB09083
DB01030	DB06210
DB00871	DB05039
DB00477	DB01104
DB00570	DB01601
DB01377	DB06695
DB00470	DB01114
DB00457	DB00752
DB00220	DB01166
DB00674	DB09068
DB08918	DB09054
DB00188	DB01026
DB00083	DB06702
DB00607	DB04841
DB00007	DB01232
DB00361	DB00673
DB00918	DB01063
DB01174	DB09030
DB00938	DB01556
DB00211	DB00938
DB00367	DB00682
DB06589	DB09063
DB00425	DB00484
DB00238	DB00333
DB00215	DB00508
DB01118	DB06702
DB00374	DB00575
DB00938	DB06290
DB00186	DB00909
DB01259	DB08873
DB00433	DB06201
DB04868	DB04884
DB00315	DB00623
DB00593	DB06204
DB00712	DB04865
DB00862	DB09401
DB00208	DB01166
DB00104	DB04855
DB00479	DB01330
DB01017	DB06724
DB00877	DB08820
DB01232	DB08820
DB00972	DB04908
DB00608	DB00750
DB00672	DB04868
DB01120	DB01590
DB00925	DB09242
DB01166	DB01323
DB00029	DB01175
DB00765	DB00950
DB08873	DB08875
DB08896	DB09118
DB00565	DB01054
DB08907	DB09026
DB00898	DB01351
DB00182	DB09080
DB00206	DB00918
DB01623	DB08881
DB08874	DB09268
DB00248	DB01203
DB01323	DB01621
DB00040	DB00328
DB00784	DB00974
DB00831	DB06288
DB00382	DB04837
DB01106	DB06204
DB00524	DB00611
DB00181	DB00490
DB00794	DB01403
DB00967	DB09290
DB01173	DB09034
DB01197	DB06692
DB01609	DB05521
DB01072	DB09123
DB04938	DB06401
DB00559	DB00656
DB00537	DB09071
DB00422	DB01407
DB00015	DB00465
DB00653	DB00980
DB00904	DB06603
DB00013	DB06700
DB00201	DB09118
DB06176	DB09065
DB00224	DB01166
DB00436	DB09282
DB01104	DB06704
DB00186	DB00625
DB01215	DB09072
DB06271	DB09075
DB00073	DB00695
DB00215	DB11249
DB01198	DB01264
DB00854	DB06204
DB00732	DB00884
DB00969	DB09063
DB00433	DB01049
DB00850	DB01278
DB00945	DB09214
DB00582	DB01253
DB00013	DB01175
DB00237	DB01403
DB00975	DB01398
DB01017	DB01377
DB00091	DB00479
DB01029	DB01354
DB00834	DB02546
DB01063	DB01149
DB00021	DB00363
DB00565	DB00996
DB01288	DB09009
DB01097	DB09036
DB00444	DB04905
DB00563	DB01000
DB00622	DB01353
DB00252	DB04839
DB00773	DB08820
DB01211	DB05521
DB08896	DB08912
DB00559	DB06237
DB01045	DB08893
DB00989	DB01214
DB00692	DB00752
DB00208	DB00531
DB00623	DB00813
DB00767	DB01151
DB00739	DB00759
DB00783	DB08794
DB00252	DB06176
DB00409	DB01367
DB00395	DB09117
DB00479	DB00482
DB08883	DB09555
DB00238	DB00648
DB00263	DB00418
DB00734	DB09117
DB00484	DB01267
DB00007	DB00420
DB00540	DB01463
DB00104	DB08903
DB00428	DB06643
DB00535	DB00919
DB08815	DB09036
DB00182	DB06767
DB01624	DB09068
DB00479	DB00630
DB00188	DB00705
DB00648	DB00864
DB00425	DB06201
DB01395	DB06203
DB00476	DB01162
DB00582	DB01074
DB00898	DB06282
DB00401	DB09242
DB00398	DB06643
DB01018	DB01026
DB00842	DB09072
DB00465	DB00502
DB00254	DB01602
DB00269	DB08873
DB00312	DB00313
DB00408	DB06204
DB06203	DB06663
DB00078	DB00363
DB01624	DB05521
DB00211	DB01214
DB00528	DB00641
DB01354	DB01359
DB00871	DB01193
DB01609	DB09102
DB01176	DB08897
DB00086	DB00500
DB01104	DB06144
DB00621	DB01309
DB00960	DB00975
DB00248	DB01136
DB01045	DB09039
DB00775	DB06271
DB00181	DB00268
DB00056	DB00072
DB00673	DB01076
DB00700	DB00796
DB00484	DB01354
DB01156	DB09042
DB01351	DB05271
DB00601	DB01171
DB00908	DB01394
DB00214	DB00611
DB00767	DB06684
DB04272	DB06684
DB06702	DB09272
DB01097	DB09547
DB01624	DB09097
DB01151	DB01623
DB00503	DB08873
DB00482	DB00707
DB00479	DB01061
DB00998	DB01233
DB01225	DB06789
DB01248	DB01323
DB00252	DB01320
DB00072	DB00928
DB00294	DB00615
DB00595	DB11110
DB00780	DB01184
DB00220	DB00927
DB00395	DB00765
DB00722	DB01143
DB00898	DB01330
DB00108	DB01033
DB00263	DB01323
DB01232	DB09083
DB00420	DB00834
DB01067	DB01208
DB00289	DB00705
DB00241	DB00397
DB01190	DB01575
DB00211	DB01576
DB00794	DB00860
DB00370	DB08912
DB00983	DB05039
DB01609	DB09547
DB01021	DB06684
DB01320	DB06684
DB00376	DB09271
DB00022	DB08910
DB00967	DB01021
DB00598	DB00708
DB00501	DB01058
DB00021	DB00366
DB00707	DB04571
DB00543	DB01618
DB00302	DB09123
DB01221	DB09054
DB00333	DB00875
DB00089	DB00499
DB00656	DB00898
DB00830	DB09042
DB00258	DB01074
DB00726	DB01267
DB00968	DB01353
DB00374	DB01418
DB00337	DB05259
DB06719	DB09066
DB09054	DB09143
DB00780	DB00871
DB00300	DB00991
DB00557	DB01221
DB00166	DB01261
DB00273	DB01151
DB00203	DB00582
DB00582	DB01590
DB00648	DB08870
DB00159	DB01109
DB01268	DB01609
DB01036	DB06603
DB00391	DB00514
DB00912	DB01119
DB01023	DB08820
DB00273	DB01560
DB00374	DB00715
DB00612	DB00673
DB00391	DB01100
DB00358	DB09073
DB00083	DB01403
DB00907	DB00983
DB00937	DB01247
DB01175	DB06273
DB01045	DB01120
DB00450	DB00956
DB00322	DB00472
DB00559	DB01259
DB00933	DB09042
DB00007	DB00862
DB01144	DB01577
DB00334	DB06335
DB00332	DB09290
DB01206	DB06688
DB00252	DB01211
DB06207	DB08881
DB00054	DB09539
DB00803	DB09268
DB00374	DB08935
DB01307	DB01590
DB00206	DB00696
DB04817	DB08877
DB00635	DB01072
DB00030	DB00220
DB00435	DB00468
DB01149	DB06218
DB00503	DB00539
DB00864	DB09052
DB00880	DB08882
DB01100	DB04855
DB00014	DB06589
DB00295	DB00986
DB01023	DB01244
DB00310	DB00460
DB01609	DB08976
DB00086	DB00573
DB00009	DB06228
DB00054	DB06779
DB00708	DB00780
DB01224	DB06335
DB00193	DB01026
DB00475	DB01440
DB00657	DB00880
DB00715	DB00875
DB06717	DB08877
DB00767	DB01577
DB00661	DB01136
DB00661	DB09073
DB01068	DB06204
DB00307	DB05239
DB01026	DB06480
DB01167	DB09027
DB00199	DB01251
DB00582	DB00681
DB00321	DB00418
DB01036	DB06273
DB00747	DB01041
DB00648	DB04908
DB00072	DB00570
DB00359	DB08914
DB00492	DB06287
DB00603	DB01609
DB00872	DB09074
DB00582	DB00839
DB08826	DB11093
DB00035	DB00814
DB00461	DB00586
DB00188	DB00945
DB00270	DB00820
DB00908	DB06695
DB00989	DB09063
DB00176	DB00715
DB00557	DB00967
DB00199	DB00700
DB00065	DB01014
DB00524	DB01124
DB00408	DB00915
DB00601	DB00715
DB00312	DB00370
DB00409	DB00674
DB00437	DB01197
DB00615	DB01181
DB00889	DB01037
DB08877	DB09113
DB00356	DB00898
DB00657	DB01172
DB00266	DB00783
DB00237	DB09077
DB01167	DB08865
DB00968	DB01203
DB00472	DB08824
DB01553	DB09072
DB00673	DB06603
DB00031	DB01088
DB00248	DB00669
DB00957	DB01306
DB00440	DB00613
DB00072	DB00694
DB00283	DB04924
DB01609	DB08899
DB00216	DB00433
DB01609	DB09054
DB00851	DB00864
DB03619	DB04272
DB00312	DB08941
DB00672	DB01380
DB00561	DB00865
DB00783	DB01109
DB01021	DB06204
DB00295	DB01201
DB00957	DB08794
DB00423	DB00425
DB00193	DB00953
