#Drug	Gene
DB00937	Q01959
DB01238	P18825
DB00767	P35367
DB04077	O14717
DB07425	P10828
DB06738	P33261
DB00444	P08684
DB01016	P13569
DB01124	P10632
DB06779	P16109
DB08629	P06576
DB01259	P08684
DB03328	P47989
DB00272	P25021
DB00109	P33261
DB01016	O60706
DB00324	P04150
DB00157	Q16795
DB02854	Q06520
DB03976	P17538
DB00568	P04798
DB00540	P08588
DB01018	P33261
DB00334	P28335
DB08896	P42685
DB09033	P26010
DB00316	P54855
DB04893	P49354
DB01050	P22309
DB00334	P28472
DB02635	O15382
DB05812	Q06520
DB00320	P28222
DB01115	P20813
DB00796	P11712
DB01558	Q9UN88
DB05739	P50052
DB00313	Q9HAW9
DB07313	P50579
DB08557	P07900
DB00210	P48443
DB01404	P05231
DB00481	P20813
DB08521	P28482
DB01403	P21917
DB03461	P42330
DB07493	P24941
DB03250	P11217
DB00747	P08172
DB00170	P38435
DB02435	P07477
DB01388	P08684
DB00463	Q16445
DB03317	P99999
DB00216	P10635
DB00078	P00736
DB03591	P12931
DB00829	P05181
DB02679	P00918
DB05075	P17948
DB02343	P22303
DB00333	P10635
DB01776	P01308
DB00934	P08912
DB01589	P24046
DB00050	P30968
DB08764	P07949
DB07174	P00797
DB00682	Q9BQB6
DB01381	P23415
DB00661	P33261
DB00733	P06276
DB01929	Q86XF0
DB05262	P47989
DB01365	P25100
DB04716	P29597
DB00472	P08684
DB00142	P42262
DB00246	P08908
DB01309	P05177
DB00030	P48745
DB01782	P33981
DB04083	P11926
DB04315	Q08188
DB03495	P04746
DB05095	P35354
DB04700	Q9Y2Q3
DB00490	P14416
DB06941	P04271
DB02078	P30405
DB02076	P06744
DB06016	P41595
DB05486	P41597
DB00745	P20815
DB04285	P18031
DB00349	P33261
DB00071	Q16270
DB00081	P00736
DB07574	Q9BVA1
DB01021	Q13621
DB00690	P28472
DB00653	Q13698
DB08192	P12931
DB02045	P07477
DB00482	O15530
DB05442	P01584
DB02873	Q16539
DB08765	P00918
DB00377	P10635
DB08896	P04049
DB00883	P16066
DB08526	P09668
DB03120	P61626
DB02069	P00918
DB00420	P25100
DB00794	Q13002
DB00617	P05181
DB06216	P35462
DB00175	P20815
DB00469	P11712
DB00313	P35503
DB01186	P10635
DB08766	P28838
DB09330	P05177
DB01162	Q9H252
DB00533	P05177
DB02165	P09488
DB07926	P03956
DB07995	P61925
DB00316	P10635
DB00734	P08684
DB00220	P05177
DB00993	P09210
DB08901	P07949
DB06741	O60391
DB08700	P08581
DB04194	P61626
DB00866	P10635
DB07878	P25774
DB00277	P29275
DB05882	Q92731
DB06730	P24462
DB07010	P28482
DB02152	Q02750
DB01689	P15121
DB08152	P00734
DB01307	P05177
DB03666	P23919
DB00142	P48506
DB00157	P11586
DB04071	P00326
DB00682	P04798
DB03221	P00918
DB00169	P51589
DB01392	P14416
DB01035	Q14524
DB01403	P10635
DB04847	Q96KS0
DB00476	P10635
DB03292	P78330
DB00232	P22748
DB03714	P18031
DB00157	P30837
DB00774	Q12791
DB06770	P05181
DB02352	P09960
DB01045	P24462
DB01247	P27338
DB05767	P05231
DB04510	P00558
DB01156	P10632
DB01159	P31644
DB00624	P20815
DB01026	P20813
DB01151	P35367
DB01104	P21397
DB08378	P14649
DB05740	Q9UGM1
DB03496	P06493
DB04272	P07998
DB00530	P00533
DB01393	Q07869
DB01085	P08684
DB00215	P05181
DB01176	P35367
DB01435	P33260
DB01835	P35228
DB00546	P18507
DB02701	P09874
DB05092	P13612
DB02132	P15121
DB01021	P00918
DB01363	P23975
DB00073	P02746
DB00898	P32297
DB01174	Q14957
DB00131	P49773
DB01769	P24941
DB08910	P08684
DB00721	P27338
DB00786	Q9Y5R2
DB00489	P08588
DB00622	Q08289
DB00594	P51168
DB00371	O00591
DB02651	P18031
DB00219	P11229
DB07858	P17612
DB00309	P08684
DB07272	P45983
DB03884	Q9UJM8
DB06148	P35367
DB07713	P22894
DB04348	P19835
DB04334	Q16853
DB00736	P08684
DB00342	P08912
DB05280	P21917
DB03896	P51003
DB00659	P18505
DB05147	Q9H4B7
DB00818	O14764
DB01259	P10632
DB02494	P61313
DB02235	P05067
DB00763	P07202
DB02538	P24941
DB04351	Q99798
DB04288	P24941
DB00675	Q92731
DB00035	P23219
DB00321	Q16620
DB02919	P00374
DB02342	Q16678
DB00012	P19235
DB03673	P00439
DB00002	P00533
DB00270	O95180
DB07609	P11509
DB07160	P07858
DB00381	Q13698
DB00661	P11712
DB01236	P30049
DB00216	P28566
DB00370	P14416
DB04043	P80188
DB06168	P01584
DB00259	P08684
DB00767	P11229
DB01708	P47869
DB02697	P45452
DB05087	P14867
DB01437	P48169
DB06216	P21917
DB07676	Q16566
DB08148	P17612
DB00434	P28335
DB01320	Q14524
DB00370	P35367
DB02090	P08254
DB00697	P08913
DB01338	P06276
DB02363	P07998
DB01381	P23975
DB03147	P16219
DB00169	P04798
DB00624	P21397
DB00130	O75879
DB02901	P14061
DB00514	O00264
DB00898	O00591
DB01454	P41595
DB07747	P11086
DB00157	O43181
DB04959	P08729
DB06412	P16860
DB01186	P28223
DB01601	P05177
DB00157	P11766
DB00266	Q08257
DB07260	P09960
DB07589	P25774
DB00583	O76082
DB09054	P33261
DB00396	P03372
DB01356	P29218
DB00270	Q08289
DB00604	P10632
DB01901	P05230
DB01364	P35348
DB03880	Q9UNA0
DB06207	P08684
DB00075	P12314
DB00334	Q9UN88
DB01224	P35367
DB02824	P34896
DB00499	P35869
DB00385	P11388
DB04932	P29274
DB01708	P14061
DB01325	P55011
DB00585	P25021
DB01151	P33260
DB04272	P40926
DB03793	P14920
DB00184	P10632
DB00503	P33261
DB00641	P35503
DB03024	P00797
DB08231	P84077
DB04440	P00813
DB08888	P02751
DB00148	P48029
DB09030	P25116
DB00715	P23975
DB05488	Q02880
DB08342	Q8IUR0
DB08028	P22894
DB06708	P10635
DB04315	P51151
DB08008	Q02127
DB08527	P20248
DB04960	P49356
DB09048	P10635
DB00484	P08913
DB00414	P16152
DB05848	P29460
DB08808	P07550
DB00413	P18825
DB01215	P28476
DB06096	P29475
DB02557	P08473
DB04363	P30043
DB01622	P21728
DB00741	P04150
DB07688	P24941
DB01054	Q01668
DB03910	P29474
DB00497	P02763
DB08330	O14957
DB07852	P24941
DB05434	P15692
DB00818	P35499
DB08588	P27487
DB00790	P12821
DB01565	P35372
DB06684	P10635
DB01032	P33261
DB00421	Q13698
DB07907	Q9UJM8
DB03759	P42262
DB03975	P00918
DB00511	P05023
DB00909	P35498
DB11362	P43119
DB07755	P24941
DB00641	P22309
DB01418	P05177
DB00583	P47989
DB06292	O60656
DB01354	Q16445
DB03565	P04054
DB00686	P09038
DB05476	Q03405
DB06480	Q13639
DB00142	Q13224
DB08047	P03372
DB01125	P38435
DB04861	P10635
DB00786	Q9ULZ9
DB07237	P09960
DB06684	P33260
DB03984	P25774
DB00653	Q06432
DB04424	P07477
DB00368	P18825
DB00151	P48507
DB01012	P08684
DB02541	P35030
DB00125	Q8WY07
DB05507	P29466
DB00661	Q08289
DB00753	P47870
DB00393	P35869
DB00241	P14867
DB00171	Q9UM73
DB01671	P00918
DB00170	P00734
DB00972	P33261
DB02580	P35080
DB00189	P47870
DB03247	Q9NYQ3
DB06626	P05177
DB00673	P05177
DB01156	Q01959
DB00145	P48167
DB00133	P20132
DB01191	P05181
DB01068	O00591
DB08439	P02788
DB00448	P33260
DB05688	P23975
DB01259	P20815
DB04447	P60174
DB02656	P11309
DB00812	P11712
DB00201	O76074
DB00421	P06401
DB00836	P01189
DB07374	P39023
DB08150	P61925
DB00778	P20813
DB04299	P17174
DB00032	P23945
DB01065	P48039
DB00909	P00915
DB02868	P62158
DB00269	P03372
DB01126	P18405
DB03940	P07195
DB05449	P08183
DB06148	P28335
DB04235	P80404
DB05303	P14778
DB00202	Q9GZZ6
DB01409	P10635
DB00454	P11229
DB00801	P28472
DB01752	P50135
DB00151	Q9Y600
DB00030	P08069
DB00328	P14555
DB01127	P05181
DB04905	P04798
DB00244	P05164
DB07947	P49841
DB01157	P00374
DB01123	P00734
DB01045	P46721
DB03382	P00441
DB02052	Q00535
DB00104	P05164
DB00321	P28335
DB00897	A8MPY1
DB00982	P10276
DB08846	P04798
DB00659	P18507
DB00363	P11712
DB00675	P33261
DB00899	P41145
DB00627	Q8TDS4
DB07593	P43235
DB00659	O15399
DB04377	P04035
DB00308	Q9H252
DB01234	P04150
DB07120	P00734
DB00162	O95237
DB01589	O00591
DB04530	O60493
DB05744	P05231
DB00142	Q8TCU5
DB00761	Q9Y666
DB04908	P08908
DB01769	P48147
DB04315	P62330
DB01347	P30556
DB00564	P24462
DB01588	P34903
DB04276	P07384
DB00128	P30520
DB03740	P22303
DB08070	P17612
DB00098	P06756
DB01866	P12931
DB01068	P47869
DB07876	Q13464
DB00130	Q9UI32
DB00204	P08684
DB02311	P62942
DB01429	Q14524
DB03994	P12429
DB07947	P17612
DB01059	P05177
DB01142	P35348
DB01184	P20815
DB04012	P62942
DB03147	Q86YB8
DB07550	P00734
DB00819	P00918
DB03948	P20839
DB00202	P06276
DB00151	Q16878
DB00602	O75311
DB05458	P17787
DB00795	Q9UPY5
DB07210	P24941
DB01235	P10635
DB00987	P08684
DB00181	O75899
DB01873	Q9NY65
DB04930	P08684
DB01095	P04798
DB06951	Q9UNI1
DB07789	P53350
DB00356	P10635
DB01120	P33261
DB01917	P17707
DB00228	P14867
DB08231	Q15788
DB00238	P11509
DB00122	Q8TCT1
DB00321	P34969
DB06080	P17948
DB01242	P10635
DB00887	Q13621
DB03088	P04746
DB01007	P33261
DB02010	P11309
DB00203	P10635
DB03882	Q92731
DB02266	P23219
DB06678	P18825
DB00233	O15111
DB02621	P06396
DB00114	P54687
DB09068	P08684
DB00346	P35368
DB00642	P27707
DB01028	Q09470
DB01068	P47870
DB00248	P18089
DB01200	P35368
DB01437	O00591
DB05492	P35368
DB08815	P28223
DB01235	P21917
DB09079	P22607
DB01559	P20813
DB05930	P40238
DB02723	P00734
DB01200	P41595
DB01407	P08588
DB00697	P05177
DB01169	P08684
DB00292	P11511
DB07760	P13051
DB01049	P08913
DB00622	P54289
DB06695	P23141
DB00898	P43681
DB00477	P35368
DB01110	Q9H2S1
DB00898	P48051
DB00540	P18089
DB05223	Q92769
DB00870	P23219
DB01022	P38435
DB04216	P11309
DB04108	P50579
DB00740	Q14524
DB05767	P01584
DB01119	P55017
DB03088	P19961
DB00755	P20815
DB01769	P53674
DB01194	P35218
DB00481	Q92731
DB08907	O60656
DB00167	O15382
DB00134	P31153
DB01028	P47870
DB00157	P16219
DB08522	Q16539
DB04851	Q2M3G0
DB00244	P23219
DB01065	P16083
DB00285	P31645
DB01197	P08253
DB01200	P25100
DB04844	P14416
DB01135	Q15822
DB02062	P09960
DB07328	P27487
DB01497	P35372
DB01410	P04150
DB07872	P00742
DB02659	P00403
DB08448	P00374
DB08865	Q9UM73
DB05651	Q92769
DB07855	P61925
DB08248	P20248
DB00735	Q14534
DB00371	P78334
DB00712	P35503
DB02659	P04054
DB06774	P09172
DB08749	P56817
DB00420	P08173
DB01236	P08684
DB00087	P31358
DB02515	P05062
DB00683	P18507
DB01259	P04626
DB00898	Q8N1C3
DB00387	P08173
DB04967	P11387
DB07100	P07900
DB00908	P11712
DB00171	O43681
DB03645	P13929
DB00583	Q9UKG9
DB04725	P10632
DB00405	P35367
DB00142	Q12879
DB08794	P15104
DB01228	Q14524
DB09039	P10635
DB06964	P07900
DB00690	P18507
DB00402	P47870
DB00431	O75311
DB00071	P98164
DB01174	Q13224
DB04447	P00352
DB04010	P09874
DB00370	P35348
DB04720	P68400
DB00675	Q02156
DB04141	P07919
DB00589	P28223
DB04144	Q00987
DB00374	P43119
DB00853	P08684
DB01068	P34903
DB01033	Q06278
DB00354	P35367
DB00398	P33261
DB03957	P60568
DB01296	P05181
DB08897	P08172
DB01059	P04798
DB01454	Q05940
DB00785	P11229
DB04556	P22303
DB00087	P00736
DB00544	P19971
DB04920	P06276
DB03003	P08263
DB01141	P15289
DB00220	P24462
DB05109	P05181
DB01136	P17302
DB00313	P35498
DB01151	P05177
DB04794	P08684
DB08348	Q460N3
DB00157	P11177
DB00108	P02746
DB00909	P27338
DB01544	P08684
DB04817	P23219
DB00133	O15269
DB01346	P14867
DB01242	P05177
DB01422	P50579
DB07268	P45983
DB07841	O95749
DB00157	O95168
DB00188	P49720
DB00697	Q9Y2I1
DB01621	P05177
DB00163	P09211
DB04786	Q9NXA8
DB08388	P45452
DB01591	P08684
DB05036	Q15185
DB03602	P08263
DB05206	P01019
DB05822	P23219
DB01236	P78334
DB01151	P11229
DB00232	P00918
DB08882	P08684
DB00463	P18507
DB07045	P11142
DB00174	Q96I59
DB03685	P62312
DB01677	P16930
DB00997	P10635
DB01045	Q9HB55
DB08237	Q9UBT6
DB01065	P14902
DB00454	P08684
DB02659	P09669
DB00036	P05981
DB00370	P11712
DB00721	Q12791
DB03968	P00797
DB00126	O60568
DB00532	P10632
DB03008	Q16706
DB02358	P11586
DB01091	Q14534
DB07932	Q15596
DB01992	Q9BWD1
DB00150	P17752
DB00363	P18089
DB03429	P12235
DB05303	P01375
DB04325	P07478
DB00201	Q14123
DB01359	P08908
DB00494	P21964
DB03401	P51178
DB03195	P23919
DB00115	Q96EY8
DB00701	P08684
DB02431	Q9BZX2
DB01177	P10635
DB06882	P12931
DB04727	P35968
DB01026	Q16678
DB00285	P33261
DB08271	P08254
DB01238	P08908
DB00404	P24462
DB04324	P50579
DB00364	P02675
DB01412	P30542
DB07630	P00742
DB00368	P00439
DB01103	P08684
DB03937	P06744
DB05099	P02671
DB05413	P05154
DB02007	P19367
DB04395	P49841
DB00659	Q05586
DB01708	O60391
DB04662	P24941
DB01698	P42330
DB04889	P27338
DB02424	P07900
DB08777	O14757
DB00709	Q99447
DB00641	P20815
DB02371	P09871
DB00145	P22557
DB06372	P01583
DB00349	P47870
DB00363	Q16678
DB00483	P22303
DB00508	P14416
DB00630	P29074
DB00143	P19440
DB00208	P10632
DB00408	P34969
DB01115	P11712
DB00143	P00390
DB00334	P35462
DB01059	P11388
DB01812	Q9Y663
DB08010	P53779
DB00201	P10632
DB00790	P06276
DB08889	P28065
DB01708	P31644
DB01812	P07998
DB01221	P25103
DB01183	P10632
DB04147	P02689
DB07036	Q92731
DB00313	Q9HAW8
DB00554	P23219
DB00402	P18505
DB01016	P48048
DB04000	P42262
DB00157	O95178
DB04868	P10721
DB03435	Q9UBQ6
DB00157	P21695
DB00974	P00813
DB05374	P00533
DB05676	P27815
DB00127	P11926
DB00007	P30968
DB01129	P10635
DB07860	P17612
DB08422	P00734
DB00107	P48147
DB00182	P31645
DB00875	P20711
DB01454	Q01959
DB00082	P33261
DB00745	P08684
DB03637	P35030
DB01254	P09619
DB06697	P33261
DB04365	P11229
DB00661	P08684
DB00945	P04637
DB01131	P11712
DB02320	P11217
DB04977	P08684
DB06702	P20309
DB06403	P08684
DB07542	P07339
DB00454	P20813
DB00792	P10635
DB00277	P08684
DB01199	P46098
DB00145	P23415
DB01544	P35503
DB00306	Q13002
DB00862	O76074
DB06694	P08913
DB07216	P49354
DB03182	O75390
DB00422	P10635
DB07954	Q13946
DB00120	Q9UHI5
DB00051	P31995
DB04871	P04798
DB00761	Q9UHW9
DB00546	P47870
DB04166	Q96RQ9
DB00157	O95298
DB00641	P10632
DB00763	P10635
DB01595	O00591
DB00435	P08684
DB00157	P40925
DB01269	P00533
DB03847	P00734
DB05294	Q02763
DB05749	P11511
DB01403	P35348
DB03573	Q9UBX1
DB04946	P20815
DB00454	P41145
DB03175	P61626
DB00568	Q9P0X4
DB05771	P22301
DB00908	P08684
DB00025	Q07954
DB04230	O75390
DB05046	P35372
DB03060	P00374
DB01200	P18825
DB00083	P62745
DB05041	Q16831
DB01100	P08684
DB01220	O75469
DB07968	P06737
DB00120	P07101
DB00695	Q13621
DB08877	P23458
DB00679	P28223
DB01205	Q8N1C3
DB00087	P31995
DB05079	P28223
DB00455	P10632
DB06823	P05164
DB02869	O60911
DB08804	P21397
DB07626	P00749
DB00683	P47869
DB07074	P03951
DB01167	P04798
DB00463	O00591
DB06372	P01584
DB00193	Q8TCU5
DB04985	P08865
DB01594	P34903
DB00429	P34995
DB04938	P11712
DB00944	P22303
DB07633	P16442
DB01409	P11229
DB08096	Q16539
DB06098	Q9Y277
DB00148	P06732
DB00726	P08913
DB05029	P47712
DB00734	P21728
#Drug	Gene
DB00371	P31644
DB08899	P08684
DB02345	P15531
DB01361	Q9HB55
DB07077	P03951
DB08865	P20815
DB00780	P21397
DB00081	P02745
DB06781	P04150
DB01012	P10635
DB01103	P50135
DB08495	P00742
DB00471	P08684
DB04464	Q92696
DB00908	Q12809
DB01038	P21728
DB02665	P07477
DB01222	P08684
DB08607	P10632
DB00845	O95342
DB06637	P05181
DB07751	P24941
DB08449	P15121
DB01238	P14416
DB01692	P04183
DB01181	P20815
DB02482	P53778
DB02915	P24941
DB08338	P68400
DB01189	P30049
DB00945	O43741
DB07448	P28838
DB04924	P20309
DB01045	O75469
DB01229	P24462
DB01268	P35916
DB05018	P06280
DB00599	P05181
DB00831	P35348
DB00603	P08684
DB04173	P49789
DB04355	Q14376
DB08848	Q9NSD5
DB01285	P26439
DB04798	P42262
DB00098	P20701
DB00857	Q14534
DB00205	P10635
DB05487	P03372
DB00512	P02768
DB00801	P18505
DB01238	P11229
DB01577	P18825
DB04855	P35348
DB00548	P14679
DB00562	P00915
DB08901	P21802
DB00321	P05177
DB02803	P00797
DB03865	P07477
DB04563	P07477
DB08339	P00519
DB07969	P08581
DB00402	O00591
DB02049	P45452
DB00114	Q9Y600
DB00030	P06400
DB00467	P11388
DB00683	Q99928
DB01351	P42262
DB02379	P04746
DB01356	O14732
DB01586	P52895
DB00496	P08172
DB01206	Q9H169
DB08930	P08684
DB04083	P11217
DB01033	P12268
DB00628	P08684
DB00411	P47712
DB01167	P10635
DB00139	Q02809
DB00905	P42330
DB00217	P13945
DB00368	P13945
DB07498	P15121
DB00354	P11229
DB01960	Q96C86
DB01169	Q16881
DB00172	P45877
DB01588	Q99928
DB01589	P78334
DB01006	P08684
DB00892	P06276
DB00809	P11229
DB01098	P04035
DB00304	P06401
DB01624	P35348
DB01694	Q9NP99
DB06176	P08684
DB07329	P01859
DB08561	P45452
DB01595	A8MPY1
DB00457	Q9NS40
DB05766	P11229
DB00150	Q8IWU9
DB00443	P11511
DB08346	P08238
DB02598	P19021
DB04982	P42262
DB07284	P56817
DB00277	Q07343
DB00170	P15559
DB01029	P35503
DB00977	P08684
DB05177	P09960
DB00195	P05177
DB08896	O60656
DB00908	P10632
DB01363	P13945
DB00842	P28472
DB00418	Q14957
DB00142	P15104
DB00201	P78527
DB01488	P28223
DB01043	P33261
DB01403	P08173
DB06876	O14757
DB07171	P42892
DB00767	P08172
DB08453	O14957
DB00197	P35503
DB01159	P47870
DB01026	P11712
DB01170	P08684
DB03247	P30043
DB00898	P47870
DB00334	P28223
DB04083	P21549
DB08091	Q16539
DB01175	P08684
DB01202	Q00975
DB00338	P05177
DB06726	P07550
DB05324	P00533
DB05024	Q07973
DB00540	P05181
DB08061	P00734
DB00134	Q00266
DB07840	P11362
DB00313	P08684
DB00824	P30542
DB08565	P17538
DB05039	P08684
DB00142	P43004
DB00157	P48448
DB01050	P12104
DB00370	P35368
DB01169	O14920
DB01232	P20815
DB01621	P21728
DB08893	P10635
DB04141	P08574
DB08615	P22303
DB00990	P11511
DB00144	P17252
DB07465	P27487
DB00171	O60706
DB02338	Q9UDR5
DB01142	P35368
DB04721	P68400
DB06268	P24530
DB08918	P31645
DB03435	P30085
DB04217	P32929
DB00800	P35368
DB07509	P37231
DB00159	P32418
DB01288	P08588
DB02506	P67775
DB00100	P00734
DB00425	P23219
DB00543	P08173
DB07095	P07477
DB00703	P22748
DB00300	P22392
DB05266	Q08499
DB08024	P27487
DB01589	Q99928
DB00972	P20813
DB00822	P20815
DB06712	Q01668
DB04464	P24310
DB08909	P16233
DB01092	P04798
DB00468	P05177
DB00114	Q96I15
DB00108	P31995
DB00250	P35354
DB08930	P09086
DB00193	P35372
DB00197	P04798
DB00291	P09211
DB02116	P24941
DB08577	P11362
DB06148	P41145
DB07183	P35968
DB01595	P18505
DB00546	Q8N1C3
DB00157	P26439
DB00338	P08684
DB00116	P34897
DB00628	Q8N1C3
DB01166	P33261
DB08896	P33261
DB03860	Q92731
DB00191	P21397
DB00683	P14867
DB00434	P08172
DB00674	P30926
DB01133	P38606
DB01496	P48169
DB00032	P22888
DB02405	P09466
DB00738	P04798
DB01219	P21817
DB04688	P01834
DB01136	P07550
DB04920	P05181
DB07281	P56817
DB01159	P48051
DB00081	P11836
DB00672	P23219
DB01959	Q08499
DB08330	P08574
DB00396	P06401
DB01558	P08684
DB08811	P27815
DB01587	P30536
DB00205	P10632
DB04768	Q9H3S4
DB01045	P05181
DB01189	Q8N1C3
DB01576	Q96RJ0
DB04630	P19099
DB04272	Q9GZU7
DB01320	P20813
DB07143	P00734
DB00341	P35367
DB01138	P33527
DB01392	P35462
DB01375	Q9Y277
DB06953	P49356
DB08734	P04818
DB00486	P21554
DB00283	P35367
DB01132	P37231
DB07033	O15530
DB04564	P09848
DB00408	P31645
DB00296	P05177
DB03100	P35228
DB01812	P49888
DB05361	P01008
DB06981	P63208
DB02196	Q16222
DB07045	Q99933
DB00317	P08684
DB01238	P28222
DB00775	P08514
DB06589	P05177
DB04794	P20813
DB07920	P39900
DB00142	O75879
DB01454	P23975
DB05458	P43681
DB00661	P33260
DB06734	P38606
DB00015	P05121
DB01118	P04798
DB00568	Q01668
DB00157	P51553
DB03183	Q08499
DB00252	P20813
DB01014	P23219
DB01558	P05177
DB09048	P11712
DB00247	P28335
DB01559	P78334
DB09128	P10635
DB02217	Q9NPB1
DB00616	P12821
DB00321	P41143
DB00758	P08684
DB00320	P41595
DB08429	P27487
DB07211	P00742
DB08762	P15085
DB07809	P00734
DB05184	P12931
DB00675	P20815
DB00590	Q9NS40
DB00530	P22309
DB07531	P24941
DB00810	P11229
DB00544	Q06203
DB07195	P03372
DB00382	P06276
DB03477	P35354
DB00862	P20815
DB00408	P28222
DB00160	P21549
DB00588	P24462
DB05014	P35968
DB01686	P35228
DB01583	P10632
DB00920	P27815
DB00956	P35372
DB04537	P23381
DB00949	P33261
DB00224	P33261
DB00421	O00305
DB00668	P25100
DB00951	P33261
DB03088	P80075
DB03814	Q6NXR0
DB05777	P00734
DB04566	P11217
DB01827	P17931
DB00459	P10826
DB00659	P34903
DB00142	Q07075
DB02833	P24941
DB01942	P00918
DB06738	Q13224
DB07127	P23467
DB00283	P08684
DB01388	Q9P0X4
DB01031	P00915
DB01268	P10721
DB05207	P01375
DB06626	P33261
DB08742	Q15788
DB03133	P11217
DB00444	P33261
DB04315	P20339
DB00143	O14880
DB00591	P47712
DB00072	P08637
DB00813	P35372
DB08347	P08588
DB00227	P20815
DB00659	P48169
DB04147	Q14494
DB01351	Q13002
DB04599	P28223
DB05162	P43220
DB00780	Q8TD30
DB00157	Q9UBM7
DB00280	P11229
DB00523	P05177
DB00970	Q02880
DB00925	P25100
DB00142	Q8TD30
DB00157	P15121
DB00688	Q9HAW8
DB09074	P09874
DB00334	P34903
DB00672	P33261
DB06700	P23975
DB01240	P43119
DB00118	Q14749
DB09028	P43681
DB03147	P16435
DB00281	P20815
DB01407	P01375
DB01110	P20813
DB05305	P35225
DB00327	P41145
DB00468	P05181
DB00074	P31995
DB00514	Q15822
DB01812	O14792
DB04447	O15169
DB08078	Q03181
DB00541	P07437
DB00047	P06213
DB02659	P10606
DB03065	P29474
DB00501	P05181
DB05007	P54760
DB00313	Q9NY72
DB03147	P14920
DB08575	P08473
DB00563	Q06278
DB00121	P11498
DB00852	Q01959
DB00976	P05177
DB05210	P27986
DB08689	P21912
DB00388	P21397
DB00054	P08637
DB00162	O75911
DB00242	P27707
DB03023	P06239
DB07836	P04054
DB00932	P33261
DB00242	P09884
DB05165	P06730
DB00056	P02745
DB08574	P55196
DB00459	P28702
DB05264	P32927
DB00628	P47869
DB07901	P53582
DB01156	P32297
DB00312	P42262
DB00898	P28332
DB07995	P17612
DB06155	P08684
DB00819	P43166
DB01037	P11509
DB02177	P20701
DB01346	P47869
DB05271	P05177
DB00172	O15460
DB02379	P19367
DB08001	P18031
DB01873	P68363
DB00583	O43772
DB01136	P47989
DB01632	Q9NWZ5
DB00491	Q14697
DB00831	P22310
DB01083	P07098
DB00777	P25100
DB07401	O14957
DB08690	P08574
DB03589	P23368
DB01078	P05023
DB00087	P31994
DB00690	P18505
DB00983	P07550
DB02059	Q9NTG7
DB01608	P08913
DB01201	P20815
DB00152	P13584
DB00358	P22303
DB01284	Q01718
DB03981	P09038
DB00509	P10827
DB01595	P05181
DB00996	Q14957
DB01632	P00492
DB00751	P08913
DB00596	P04150
DB03906	P09601
DB04817	P08684
DB07242	P11309
DB00102	P01023
DB08231	P17900
DB01233	P46098
DB00674	P02708
DB03539	Q13231
DB03247	Q9UJM8
DB00025	P11021
DB04892	P06276
DB03283	P22303
DB03796	P02689
DB03721	P23141
DB01353	Q13002
DB08277	P28845
DB00720	P12236
DB02010	P24941
DB06719	P11511
DB00921	P08684
DB01595	P34903
DB06837	Q9UNA0
DB07316	P28845
DB00668	P08588
DB00396	P10635
DB07854	P17612
DB01254	P29317
DB00615	P14625
DB08808	P13945
DB00975	Q9Y233
DB01224	P28566
DB05470	Q16539
DB01049	P31644
DB00030	P05177
DB01388	P54284
DB02898	P24941
DB00683	P48169
DB00141	P15291
DB03499	O75390
DB00130	O95932
DB00567	P10635
DB00468	P10632
DB01756	P49247
DB04315	P60953
DB01665	P07477
DB08140	P24941
DB00850	P11712
DB00869	P11712
DB00123	Q8WY07
DB01354	P14867
DB01420	P21964
DB00121	P05166
DB04269	P07477
DB07643	Q96C86
DB08901	P11362
DB00182	Q96RJ0
DB00130	Q08188
DB00141	Q9UK23
DB00738	P10632
DB01215	Q8N1C3
DB01339	Q15822
DB00517	P20309
DB06290	P08684
DB00663	P04150
DB08612	Q9UKY3
DB01115	P05177
DB01175	P33261
DB01760	Q8WX39
DB05022	Q02880
DB05210	P78527
DB00726	P08908
DB01483	P34903
DB01221	P08912
DB01016	O95342
DB00365	P05177
DB05760	P06881
DB01118	P10632
DB00182	Q16568
DB01036	P10635
DB01597	P16444
DB04562	Q99798
DB00604	P33261
DB00237	Q99928
DB01136	P18825
DB03814	P36405
DB00475	Q99928
DB00246	P35462
DB00501	P08684
DB06204	P41145
DB00960	P08588
DB05057	P00813
DB01023	Q01668
DB02098	P07998
DB01043	Q12879
DB05266	Q14432
DB00393	P08684
DB01424	P05093
DB02613	P54317
DB01483	P31644
DB00537	P08684
DB08810	P28223
DB00396	P08235
DB06702	P08912
DB04020	Q92731
DB00461	P23219
DB00604	Q12809
DB00160	Q9BYV1
DB00504	P35372
DB01174	Q12879
DB01442	Q05940
DB00477	P06276
DB08932	P33261
DB07440	P00734
DB00230	O00555
DB00333	P20813
DB00881	P12821
DB00062	P0DJI8
DB03554	Q12882
DB00543	O00591
DB00334	P33261
DB01074	P50416
DB00313	Q14524
DB02831	Q7Z4W1
DB00459	O43174
DB00214	P11712
DB00777	P35348
DB01254	P00519
DB01320	P11712
DB02620	P18031
DB01151	P35368
DB02080	P14555
DB00477	P11229
DB01068	P18505
DB01373	P98194
DB04464	P24311
DB00687	P08235
DB00570	P07437
DB01049	P28335
DB03766	Q9NQX3
DB03403	P30085
DB00121	Q16678
DB01020	P33402
DB01026	O43174
DB00277	P10635
DB08846	P17252
DB02054	P04181
DB06637	P22001
DB00188	P28066
DB01062	P11229
DB01412	P29274
DB07202	P07333
DB00171	Q96Q40
DB01174	P04798
DB00367	P08684
